,palmBase_x,palmBase_y,palmBase_z,thumb1_x,thumb1_y,thumb1_z,thumb2_x,thumb2_y,thumb2_z,thumb3_x,thumb3_y,thumb3_z,thumb4_x,thumb4_y,thumb4_z,indexFinger1_x,indexFinger1_y,indexFinger1_z,indexFinger2_x,indexFinger2_y,indexFinger2_z,indexFinger3_x,indexFinger3_y,indexFinger3_z,indexFinger4_x,indexFinger4_y,indexFinger4_z,middleFinger1_x,middleFinger1_y,middleFinger1_z,middleFinger2_x,middleFinger2_y,middleFinger2_z,middleFinger3_x,middleFinger3_y,middleFinger3_z,middleFinger4_x,middleFinger4_y,middleFinger4_z,ringFinger1_x,ringFinger1_y,ringFinger1_z,ringFinger2_x,ringFinger2_y,ringFinger2_z,ringFinger3_x,ringFinger3_y,ringFinger3_z,ringFinger4_x,ringFinger4_y,ringFinger4_z,pinky1_x,pinky1_y,pinky1_z,pinky2_x,pinky2_y,pinky2_z,pinky3_x,pinky3_y,pinky3_z,pinky4_x,pinky4_y,pinky4_z,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99
0,565.8320914810326,478.54973417873003,-0.000979408621788025,505.76258492294204,465.9148455357788,-8.934268951416016,448.31194658466103,417.1285596794937,-13.176553726196289,404.8675224704089,370.5007266142922,-18.05643653869629,364.42139878220325,341.27986846707375,-23.553892135620117,476.5485028736405,313.1993787607218,0.22538793087005615,452.26701457505555,253.63097736031145,-0.5669029355049133,437.5028438809246,210.41633583584016,-2.7719478607177734,424.56008705627266,173.13615816977355,-5.28206205368042,519.956265090279,297.15931995967196,-0.15022528171539307,496.67616785635363,231.47539203453533,-0.08840537071228027,478.72557053628066,183.28681973736855,-3.222537040710449,463.7165396451631,145.71209996847378,-5.245382308959961,563.5826814592373,298.0637609432061,-2.6606311798095703,560.8985970778937,236.73843195137425,-3.12453031539917,555.2026052132351,189.70110412151303,-5.904369831085205,547.4668574946003,151.7805383695333,-7.9848480224609375,606.6700390225931,313.85695275841147,-6.607185363769531,608.2241752423569,264.0208147369214,-8.996521949768066,606.5190432633284,227.59541250215023,-11.383182525634766,602.392924366084,191.2867747442908,-12.824967384338379,486.0,486.0,485.0,486.0,483.0,485.0,484.0,483.0,485.0,485.0,483.0,484.0,483.0,485.0,486.0,485.0,483.0,484.0,485.0,483.0,485.0,483.0,483.0,483.0,486.0,486.0,483.0,484.0,483.0,486.0,484.0,486.0,486.0,483.0,486.0,484.0,483.0,483.0,486.0,483.0,485.0,483.0,483.0,484.0,485.0,486.0,483.0,486.0,485.0,484.0,485.0,484.0,483.0,486.0,486.0,484.0,483.0,485.0,482.0,485.0,485.0,483.0,482.0,485.0,484.0,482.0,480.0,481.0,482.0,480.0,482.0,481.0,480.0,481.0,483.0,479.0,481.0,483.0,480.0,481.0,480.0,479.0,482.0,478.0,479.0,481.0,481.0,481.0,478.0,478.0,480.0,481.0,478.0,478.0,481.0,480.0,480.0,482.0,481.0,482.0
1,485.66873857498166,312.68446888513597,-0.0007226765155792236,429.44691569756696,323.3138118530776,-3.553767204284668,383.33766283739584,295.42145290920075,-1.6342660188674927,355.86121465103554,259.69211348253947,0.41925182938575745,339.93361571224483,233.8062780459258,2.974851369857788,411.83979170479097,215.4366844521187,17.351985931396484,391.9170840945544,170.27977337454746,25.32315444946289,382.393597232878,147.45430335088423,31.881532669067383,375.1213694479422,133.5971264630047,36.177467346191406,447.2422946958417,199.46321363471228,20.39606285095215,433.8051557207662,156.9141810702809,29.8756046295166,421.21615181331276,133.45910229879428,35.06414794921875,410.5278520947973,121.78146373234466,38.835140228271484,480.6348567310951,197.84824673438405,21.545490264892578,479.7543691066161,160.3466192048789,28.127986907958984,474.20628299772903,140.2646925121374,28.707820892333984,467.5910723608917,130.5148783370295,28.967622756958008,512.6238263469279,206.75332906432888,22.025272369384766,510.4499334417059,177.62564213027744,25.983795166015625,502.4468912915546,165.99467842067136,27.309425354003906,494.35896752075155,160.2534000893756,28.719465255737305,503.0,499.0,498.0,498.0,500.0,498.0,497.0,500.0,497.0,496.0,496.0,498.0,496.0,495.0,495.0,496.0,498.0,497.0,495.0,494.0,494.0,497.0,494.0,493.0,496.0,496.0,496.0,494.0,496.0,499.0,497.0,500.0,500.0,501.0,504.0,502.0,503.0,504.0,505.0,506.0,505.0,504.0,501.0,503.0,501.0,499.0,499.0,501.0,500.0,497.0,497.0,498.0,500.0,496.0,495.0,497.0,497.0,494.0,496.0,492.0,490.0,490.0,489.0,486.0,486.0,487.0,484.0,483.0,482.0,481.0,482.0,483.0,484.0,482.0,481.0,480.0,480.0,483.0,481.0,480.0,480.0,479.0,479.0,482.0,479.0,482.0,479.0,482.0,478.0,480.0,482.0,478.0,478.0,480.0,481.0,481.0,479.0,478.0,478.0,478.0
2,473.60761071100916,361.32792771798324,-0.0008369013667106628,414.1530852051192,320.55302494527734,-2.0889534950256348,375.75569170563773,268.54226737737287,-2.739938974380493,370.08867729397207,216.30634942445022,-5.27749490737915,395.8422771617338,190.97104636844867,-6.289251327514648,417.895804102286,199.63269453129166,13.997648239135742,407.1972781306322,166.40559667188973,8.584790229797363,404.60819913528167,183.8778950532837,5.04529333114624,407.38810713753423,191.0726040905148,5.280846118927002,448.85293873621646,195.0063935987082,10.802886962890625,428.9514203506602,168.17535617831714,1.7190338373184204,419.49532688184587,210.3449951076738,-5.096190929412842,424.2464478350307,229.1262578383175,-4.018549919128418,480.7298958649905,201.2903545450601,5.7560834884643555,459.2209147772849,176.84621519855338,-2.4763107299804688,445.8873380264183,218.71664917751704,-7.463303565979004,450.70446274341214,238.92890866829114,-6.349635601043701,514.6629468246172,215.36309284308214,0.1347038745880127,495.5428743495874,193.06002119178808,-6.050477027893066,479.00584015840843,213.91629911020587,-8.117586135864258,478.53371119074325,227.46566921670683,-5.977357864379883,492.0,490.0,491.0,492.0,492.0,489.0,488.0,489.0,485.0,486.0,487.0,483.0,482.0,484.0,482.0,480.0,480.0,482.0,482.0,480.0,479.0,480.0,481.0,482.0,479.0,479.0,482.0,482.0,480.0,480.0,496.0,495.0,496.0,496.0,497.0,495.0,497.0,495.0,494.0,496.0,492.0,492.0,492.0,491.0,492.0,494.0,490.0,492.0,489.0,490.0,489.0,491.0,488.0,489.0,487.0,487.0,488.0,489.0,488.0,486.0,486.0,487.0,488.0,489.0,487.0,486.0,485.0,486.0,487.0,488.0,485.0,485.0,485.0,487.0,488.0,487.0,485.0,485.0,486.0,488.0,484.0,483.0,485.0,483.0,482.0,485.0,485.0,482.0,485.0,482.0,484.0,482.0,485.0,483.0,485.0,482.0,482.0,485.0,483.0,485.0
3,478.5583796907341,331.20570005384616,-0.00016051530838012695,413.74673284372335,309.09262115091735,-2.2789487838745117,376.1280233981765,264.2311165908545,-3.509122371673584,371.00826766977156,222.09288375963013,-6.3075714111328125,391.02108739681603,199.0526478603418,-6.079089164733887,415.08147555661577,190.08691626032186,10.024009704589844,397.66987672291884,159.70825183728653,-1.8477528095245361,407.9050879961618,190.88542596157635,-4.036210060119629,418.29595064101176,201.77931840614988,0.0813589096069336,447.91593339436156,189.47383720365238,7.211359977722168,427.06204667922157,162.96568421062094,-9.229780197143555,424.4390511044667,209.08710159155396,-10.760200500488281,428.6562431886644,215.77472845237838,-3.3089284896850586,482.82343673347503,195.2772075849888,2.210095167160034,462.86283486244037,177.08161977825415,-12.530436515808105,457.4472576249704,232.39090158148122,-11.972761154174805,464.93732581980373,246.78909063652443,-4.714141845703125,520.5690268593048,207.98303596936665,-3.0332107543945312,497.8573468105487,189.58177339175856,-12.970937728881836,480.6369902935434,223.75324389077883,-11.734091758728027,479.4290011424449,236.43709699846784,-5.711036682128906,483.0,484.0,486.0,483.0,483.0,483.0,486.0,483.0,483.0,485.0,486.0,483.0,483.0,486.0,486.0,483.0,484.0,485.0,484.0,487.0,484.0,485.0,487.0,484.0,484.0,486.0,486.0,484.0,487.0,484.0,484.0,487.0,483.0,484.0,484.0,487.0,484.0,483.0,485.0,486.0,483.0,483.0,483.0,481.0,479.0,477.0,477.0,479.0,479.0,476.0,475.0,476.0,477.0,478.0,476.0,475.0,475.0,475.0,477.0,479.0,478.0,476.0,476.0,476.0,477.0,479.0,480.0,477.0,477.0,479.0,481.0,481.0,485.0,484.0,488.0,485.0,488.0,486.0,486.0,486.0,487.0,489.0,487.0,487.0,486.0,487.0,489.0,486.0,487.0,485.0,486.0,488.0,487.0,485.0,484.0,486.0,488.0,487.0,485.0,485.0
4,487.78576622639196,322.0470412023552,-0.0003651082515716553,424.83849282083867,319.60300204768333,0.060896843671798706,383.63546851589723,289.57185409496105,3.055634021759033,359.1997778781956,256.51418752926844,3.7842891216278076,343.54044501709416,227.30987917861887,3.5557947158813477,426.70465860859525,216.64684074684212,20.985973358154297,406.89729012954405,172.5028184063099,25.78868293762207,392.41907855845716,142.95016398981159,27.793624877929688,379.7558265001773,122.1075157976808,28.217124938964844,462.70164994049367,202.58254896234237,18.061784744262695,452.0462707341286,151.5751559457433,24.783668518066406,438.46093140932413,114.58294866204614,24.39369773864746,425.01636503859993,90.23434652068289,23.407930374145508,497.25950407204164,198.19709759271615,13.053442001342773,495.48117915450104,148.9617401073613,17.749013900756836,485.4995777839238,112.46250800665236,16.487228393554688,473.1681430246386,87.87291234319979,14.828847885131836,531.9931353325744,202.11932028482053,7.13616418838501,539.6771439658272,159.8220831841882,8.918274879455566,538.9771154973729,129.48242936015095,8.275616645812988,533.9328062130036,103.57029934356132,7.836395263671875,480.0,481.0,479.0,481.0,483.0,485.0,487.0,494.0,492.0,493.0,490.0,492.0,489.0,491.0,492.0,488.0,488.0,488.0,490.0,491.0,489.0,487.0,487.0,487.0,489.0,489.0,488.0,486.0,486.0,486.0,487.0,489.0,486.0,484.0,481.0,482.0,483.0,482.0,484.0,483.0,482.0,483.0,484.0,482.0,485.0,483.0,483.0,483.0,482.0,483.0,482.0,485.0,482.0,485.0,482.0,482.0,483.0,485.0,484.0,482.0,482.0,483.0,485.0,483.0,482.0,482.0,483.0,485.0,485.0,483.0,482.0,482.0,485.0,484.0,482.0,482.0,484.0,482.0,485.0,483.0,482.0,482.0,482.0,485.0,482.0,483.0,485.0,482.0,482.0,483.0,485.0,482.0,483.0,485.0,483.0,482.0,482.0,484.0,485.0,482.0
5,498.2310618776811,355.39824321617886,-0.0001858845353126526,441.39215790866774,336.9379539932465,-2.295569896697998,399.9602998722397,292.3969812288424,-4.1036295890808105,401.3822684481023,240.34677633661795,-8.263224601745605,442.57613835848167,217.91268716276267,-9.816418647766113,443.55794927713436,224.9216380311786,16.18507194519043,426.25735845756884,196.757474941746,-3.004343032836914,429.07349088253056,238.28109243336402,-9.959832191467285,437.4749270510818,259.9071643671152,-3.4742326736450195,474.91236082249617,221.87399898116857,12.616507530212402,455.38307566872976,198.31756750805695,-7.116021156311035,456.8531335880936,254.248511620029,-9.414032936096191,465.68423126470384,271.90782534795494,0.6292101144790649,507.63040923705466,225.47921479627257,5.47392463684082,486.30412109419694,203.8549300909237,-13.617588996887207,483.0175247047888,257.6696958314824,-13.819733619689941,492.2760127930161,275.26782822405596,-5.2499680519104,540.2655887990378,233.86647267798398,-1.867018461227417,520.0526982565026,212.08340830823164,-12.457898139953613,508.36502711647614,246.2249709614483,-8.950152397155762,510.49344357475985,265.2903863770512,-0.4715934991836548,485.0,484.0,482.0,485.0,483.0,482.0,485.0,483.0,482.0,484.0,487.0,483.0,484.0,483.0,485.0,482.0,483.0,479.0,479.0,479.0,476.0,475.0,478.0,475.0,477.0,478.0,477.0,475.0,475.0,476.0,478.0,478.0,476.0,475.0,476.0,478.0,479.0,478.0,476.0,476.0,476.0,478.0,480.0,478.0,477.0,481.0,479.0,483.0,480.0,482.0,483.0,482.0,483.0,482.0,485.0,483.0,481.0,483.0,484.0,482.0,480.0,480.0,480.0,483.0,482.0,479.0,481.0,482.0,479.0,487.0,484.0,487.0,486.0,486.0,487.0,489.0,487.0,490.0,486.0,488.0,487.0,484.0,486.0,487.0,485.0,484.0,484.0,486.0,487.0,485.0,484.0,483.0,484.0,487.0,487.0,486.0,484.0,483.0,486.0,483.0
